Sp_pepid	Sp_ID	family_id	Type	Compartment
ALY_476011	ALY	AP2-EREBP	Genome	NUC
ALY_476015	ALY	bZIP	Genome	NUC
ALY_476021	ALY	bHLH	Genome	NUC
ALY_476029	ALY	bHLH	Genome	NUC
ALY_476039	ALY	MADS	Genome	NUC
ALY_476042	ALY	C2C2-YABBY	Genome	NUC
ALY_476056	ALY	WRKY	Genome	NUC
ALY_476076	ALY	NAC	Genome	NUC
ALY_476090	ALY	MYB	Genome	NUC
ALY_476091	ALY	C2C2-Dof	Genome	NUC
ALY_476093	ALY	G2-like	Genome	NUC
ALY_476101	ALY	TCP	Genome	NUC
ALY_476108	ALY	HB	Genome	NUC
ALY_476127	ALY	MYB-related	Genome	NUC
ALY_476128	ALY	Orphans	Genome	NUC
ALY_476130	ALY	Orphans	Genome	NUC
ALY_476175	ALY	HB	Genome	NUC
ALY_476200	ALY	Tify	Genome	NUC
ALY_476226	ALY	HB	Genome	NUC
ALY_476235	ALY	MYB-related	Genome	NUC
ALY_476245	ALY	AP2-EREBP	Genome	NUC
ALY_476276	ALY	AP2-EREBP	Genome	NUC
ALY_476281	ALY	AP2-EREBP	Genome	NUC
ALY_476289	ALY	MADS	Genome	NUC
ALY_476333	ALY	GNAT	Genome	NUC
ALY_476336	ALY	C2H2	Genome	NUC
ALY_476379	ALY	Tify	Genome	NUC
ALY_476400	ALY	MYB-related	Genome	NUC
ALY_476427	ALY	LOB	Genome	NUC
ALY_476520	ALY	bHLH	Genome	NUC
ALY_476523	ALY	C2C2-CO-like	Genome	NUC
ALY_476550	ALY	MYB	Genome	NUC
ALY_476555	ALY	mTERF	Genome	NUC
ALY_476577	ALY	MYB	Genome	NUC
ALY_476585	ALY	bHLH	Genome	NUC
ALY_476602	ALY	MYB	Genome	NUC
ALY_476603	ALY	zf-HD	Genome	NUC
ALY_476620	ALY	MYB-related	Genome	NUC
ALY_476631	ALY	AP2-EREBP	Genome	NUC
ALY_476633	ALY	Tify	Genome	NUC
ALY_476647	ALY	BES1	Genome	NUC
ALY_476679	ALY	C3H	Genome	NUC
ALY_476691	ALY	HB	Genome	NUC
ALY_476698	ALY	AP2-EREBP	Genome	NUC
ALY_476700	ALY	SRS	Genome	NUC
ALY_476701	ALY	Orphans	Genome	NUC
ALY_476719	ALY	C2H2	Genome	NUC
ALY_476761	ALY	ARID	Genome	NUC
ALY_476788	ALY	RWP-RK	Genome	NUC
ALY_476799	ALY	NAC	Genome	NUC
ALY_476809	ALY	ARID	Genome	NUC
ALY_476817	ALY	PLATZ	Genome	NUC
ALY_476847	ALY	TUB	Genome	NUC
ALY_476870	ALY	MADS	Genome	NUC
ALY_476884	ALY	AP2-EREBP	Genome	NUC
ALY_476894	ALY	SET	Genome	NUC
ALY_476928	ALY	AP2-EREBP	Genome	NUC
ALY_476946	ALY	PHD	Genome	NUC
ALY_476959	ALY	MADS	Genome	NUC
ALY_476961	ALY	MADS	Genome	NUC
ALY_476975	ALY	AP2-EREBP	Genome	NUC
ALY_477024	ALY	Orphans	Genome	NUC
ALY_477061	ALY	mTERF	Genome	NUC
ALY_477069	ALY	TAZ	Genome	NUC
ALY_477086	ALY	MYB	Genome	NUC
ALY_477089	ALY	mTERF	Genome	NUC
ALY_477100	ALY	PHD	Genome	NUC
ALY_477109	ALY	G2-like	Genome	NUC
ALY_477146	ALY	AP2-EREBP	Genome	NUC
ALY_477161	ALY	WRKY	Genome	NUC
ALY_477174	ALY	C2H2	Genome	NUC
ALY_477214	ALY	AUX/IAA	Genome	NUC
ALY_477264	ALY	Orphans	Genome	NUC
ALY_477299	ALY	MADS	Genome	NUC
ALY_477377	ALY	HB	Genome	NUC
ALY_477381	ALY	Orphans	Genome	NUC
ALY_477416	ALY	MYB	Genome	NUC
ALY_477432	ALY	C2H2	Genome	NUC
ALY_477445	ALY	TCP	Genome	NUC
ALY_477472	ALY	C2C2-CO-like	Genome	NUC
ALY_477473	ALY	FHA	Genome	NUC
ALY_477490	ALY	LOB	Genome	NUC
ALY_477508	ALY	FHA	Genome	NUC
ALY_477525	ALY	C3H	Genome	NUC
ALY_477540	ALY	MYB	Genome	NUC
ALY_477545	ALY	HSF	Genome	NUC
ALY_477591	ALY	GRAS	Genome	NUC
ALY_477604	ALY	SWI/SNF-BAF60b	Genome	NUC
ALY_477611	ALY	HB	Genome	NUC
ALY_477623	ALY	SET	Genome	NUC
ALY_477665	ALY	NAC	Genome	NUC
ALY_477666	ALY	NAC	Genome	NUC
ALY_477689	ALY	Orphans	Genome	NUC
ALY_477698	ALY	SET	Genome	NUC
ALY_477715	ALY	Orphans	Genome	NUC
ALY_477731	ALY	WRKY	Genome	NUC
ALY_477742	ALY	AUX/IAA	Genome	NUC
ALY_477768	ALY	GeBP	Genome	NUC
ALY_477858	ALY	PHD	Genome	NUC
ALY_477862	ALY	CCAAT	Genome	NUC
ALY_477941	ALY	TUB	Genome	NUC
ALY_477943	ALY	SNF2	Genome	NUC
ALY_477944	ALY	C3H	Genome	NUC
ALY_477955	ALY	MYB	Genome	NUC
ALY_477978	ALY	MADS	Genome	NUC
ALY_477989	ALY	C2C2-GATA	Genome	NUC
ALY_478044	ALY	FHA	Genome	NUC
ALY_478089	ALY	Jumonji	Genome	NUC
ALY_478095	ALY	C2C2-CO-like	Genome	NUC
ALY_478110	ALY	MYB-related	Genome	NUC
ALY_478147	ALY	MYB	Genome	NUC
ALY_478149	ALY	C3H	Genome	NUC
ALY_478281	ALY	MYB-related	Genome	NUC
ALY_478296	ALY	S1Fa-like	Genome	NUC
ALY_478379	ALY	C2H2	Genome	NUC
ALY_478382	ALY	NAC	Genome	NUC
ALY_478384	ALY	NAC	Genome	NUC
ALY_478415	ALY	bZIP	Genome	NUC
ALY_478447	ALY	AP2-EREBP	Genome	NUC
ALY_478451	ALY	LOB	Genome	NUC
ALY_478459	ALY	Alfin-like	Genome	NUC
ALY_478466	ALY	HB	Genome	NUC
ALY_478469	ALY	MYB	Genome	NUC
ALY_478481	ALY	MYB	Genome	NUC
ALY_478482	ALY	MYB-related	Genome	NUC
ALY_478587	ALY	bZIP	Genome	NUC
ALY_478590	ALY	RB	Genome	NUC
ALY_478603	ALY	CCAAT	Genome	NUC
ALY_478627	ALY	C3H	Genome	NUC
ALY_478644	ALY	SNF2	Genome	NUC
ALY_478645	ALY	MYB	Genome	NUC
ALY_478650	ALY	Orphans	Genome	NUC
ALY_478652	ALY	NAC	Genome	NUC
ALY_478672	ALY	G2-like	Genome	NUC
ALY_478718	ALY	ARID	Genome	NUC
ALY_478766	ALY	SWI/SNF-SWI3	Genome	NUC
ALY_478784	ALY	C2H2	Genome	NUC
ALY_478786	ALY	GRAS	Genome	NUC
ALY_478788	ALY	LOB	Genome	NUC
ALY_478795	ALY	MYB	Genome	NUC
ALY_478803	ALY	GRF	Genome	NUC
ALY_478832	ALY	Trihelix	Genome	NUC
ALY_478922	ALY	PHD	Genome	NUC
ALY_478949	ALY	NAC	Genome	NUC
ALY_478996	ALY	NAC	Genome	NUC
ALY_478997	ALY	NAC	Genome	NUC
ALY_479003	ALY	AUX/IAA	Genome	NUC
ALY_479087	ALY	MYB-related	Genome	NUC
ALY_479152	ALY	ARR-B	Genome	NUC
ALY_479155	ALY	C2C2-GATA	Genome	NUC
ALY_479237	ALY	bZIP	Genome	NUC
ALY_479270	ALY	Tify	Genome	NUC
ALY_479288	ALY	HB	Genome	NUC
ALY_479301	ALY	MYB	Genome	NUC
ALY_479371	ALY	MADS	Genome	NUC
ALY_479415	ALY	ABI3VP1	Genome	NUC
ALY_479433	ALY	ABI3VP1	Genome	NUC
ALY_479436	ALY	SNF2	Genome	NUC
ALY_479444	ALY	bZIP	Genome	NUC
ALY_479452	ALY	C3H	Genome	NUC
ALY_479466	ALY	HB	Genome	NUC
ALY_479472	ALY	C2H2	Genome	NUC
ALY_479503	ALY	bHLH	Genome	NUC
ALY_479519	ALY	SNF2	Genome	NUC
ALY_479554	ALY	AP2-EREBP	Genome	NUC
ALY_479579	ALY	FHA	Genome	NUC
ALY_479603	ALY	EIL	Genome	NUC
ALY_479606	ALY	Rcd1-like	Genome	NUC
ALY_479637	ALY	C2C2-GATA	Genome	NUC
ALY_479653	ALY	bHLH	Genome	NUC
ALY_479655	ALY	MED6	Genome	NUC
ALY_479664	ALY	MYB-related	Genome	NUC
ALY_479709	ALY	Orphans	Genome	NUC
ALY_479775	ALY	GNAT	Genome	NUC
ALY_479789	ALY	CPP	Genome	NUC
ALY_479794	ALY	HSF	Genome	NUC
ALY_479823	ALY	C2H2	Genome	NUC
ALY_479835	ALY	bHLH	Genome	NUC
ALY_479836	ALY	AP2-EREBP	Genome	NUC
ALY_479837	ALY	AP2-EREBP	Genome	NUC
ALY_479838	ALY	MYB	Genome	NUC
ALY_479930	ALY	C2C2-GATA	Genome	NUC
ALY_479934	ALY	PHD	Genome	NUC
ALY_479944	ALY	MYB	Genome	NUC
ALY_479959	ALY	MBF1	Genome	NUC
ALY_479964	ALY	HSF	Genome	NUC
ALY_479983	ALY	MYB	Genome	NUC
ALY_480000	ALY	BSD	Genome	NUC
ALY_480003	ALY	Trihelix	Genome	NUC
ALY_480043	ALY	bZIP	Genome	NUC
ALY_480104	ALY	TRAF	Genome	NUC
ALY_480115	ALY	GNAT	Genome	NUC
ALY_480130	ALY	C3H	Genome	NUC
ALY_480213	ALY	GNAT	Genome	NUC
ALY_480218	ALY	GRF	Genome	NUC
ALY_480295	ALY	PLATZ	Genome	NUC
ALY_480306	ALY	SNF2	Genome	NUC
ALY_480366	ALY	bHLH	Genome	NUC
ALY_480442	ALY	C3H	Genome	NUC
ALY_480488	ALY	C3H	Genome	NUC
ALY_480521	ALY	LOB	Genome	NUC
ALY_480534	ALY	C2H2	Genome	NUC
ALY_480540	ALY	PHD	Genome	NUC
ALY_480571	ALY	bHLH	Genome	NUC
ALY_480590	ALY	NAC	Genome	NUC
ALY_480624	ALY	ARID	Genome	NUC
ALY_480649	ALY	HMG	Genome	NUC
ALY_480680	ALY	Orphans	Genome	NUC
ALY_480687	ALY	CSD	Genome	NUC
ALY_480722	ALY	bZIP	Genome	NUC
ALY_480735	ALY	TUB	Genome	NUC
ALY_480739	ALY	bHLH	Genome	NUC
ALY_480741	ALY	MYB-related	Genome	NUC
ALY_480758	ALY	OFP	Genome	NUC
ALY_480792	ALY	ABI3VP1	Genome	NUC
ALY_480804	ALY	HB	Genome	NUC
ALY_480862	ALY	AP2-EREBP	Genome	NUC
ALY_480887	ALY	G2-like	Genome	NUC
ALY_480923	ALY	ULT	Genome	NUC
ALY_480954	ALY	CSD	Genome	NUC
ALY_480978	ALY	bZIP	Genome	NUC
ALY_480982	ALY	BBR/BPC	Genome	NUC
ALY_481010	ALY	SNF2	Genome	NUC
ALY_481019	ALY	FHA	Genome	NUC
ALY_481036	ALY	mTERF	Genome	NUC
ALY_481093	ALY	CAMTA	Genome	NUC
ALY_481105	ALY	HB	Genome	NUC
ALY_481114	ALY	MADS	Genome	NUC
ALY_481136	ALY	bHLH	Genome	NUC
ALY_481137	ALY	bHLH	Genome	NUC
ALY_481138	ALY	bHLH	Genome	NUC
ALY_481142	ALY	HB	Genome	NUC
ALY_481147	ALY	GRF	Genome	NUC
ALY_481154	ALY	GNAT	Genome	NUC
ALY_481200	ALY	MYB	Genome	NUC
ALY_481204	ALY	AP2-EREBP	Genome	NUC
ALY_481208	ALY	SET	Genome	NUC
ALY_481235	ALY	C2H2	Genome	NUC
ALY_481281	ALY	bHLH	Genome	NUC
ALY_481313	ALY	WRKY	Genome	NUC
ALY_481325	ALY	ABI3VP1	Genome	NUC
ALY_481339	ALY	C2C2-CO-like	Genome	NUC
ALY_481343	ALY	C3H	Genome	NUC
ALY_481352	ALY	WRKY	Genome	NUC
ALY_481375	ALY	ARR-B	Genome	NUC
ALY_481413	ALY	DBP	Genome	NUC
ALY_481434	ALY	AP2-EREBP	Genome	NUC
ALY_481444	ALY	C3H	Genome	NUC
ALY_481471	ALY	HSF	Genome	NUC
ALY_481524	ALY	C2C2-YABBY	Genome	NUC
ALY_481569	ALY	C2H2	Genome	NUC
ALY_481586	ALY	EIL	Genome	NUC
ALY_481629	ALY	NAC	Genome	NUC
ALY_481647	ALY	CCAAT	Genome	NUC
ALY_481671	ALY	ARF	Genome	NUC
ALY_481680	ALY	SNF2	Genome	NUC
ALY_481690	ALY	C2H2	Genome	NUC
ALY_481693	ALY	bHLH	Genome	NUC
ALY_481709	ALY	HB	Genome	NUC
ALY_481760	ALY	LOB	Genome	NUC
ALY_481761	ALY	C2C2-Dof	Genome	NUC
ALY_481765	ALY	AP2-EREBP	Genome	NUC
ALY_481772	ALY	HB	Genome	NUC
ALY_481796	ALY	C2C2-Dof	Genome	NUC
ALY_481881	ALY	C2H2	Genome	NUC
ALY_481923	ALY	LOB	Genome	NUC
ALY_481938	ALY	WRKY	Genome	NUC
ALY_481945	ALY	LOB	Genome	NUC
ALY_481952	ALY	OFP	Genome	NUC
ALY_481955	ALY	MYB-related	Genome	NUC
ALY_482048	ALY	bHLH	Genome	NUC
ALY_482049	ALY	bHLH	Genome	NUC
ALY_482050	ALY	AP2-EREBP	Genome	NUC
ALY_482066	ALY	bZIP	Genome	NUC
ALY_482070	ALY	Orphans	Genome	NUC
ALY_482142	ALY	OFP	Genome	NUC
ALY_482173	ALY	MYB	Genome	NUC
ALY_482201	ALY	LUG	Genome	NUC
ALY_482270	ALY	AUX/IAA	Genome	NUC
ALY_482277	ALY	Orphans	Genome	NUC
ALY_482294	ALY	NAC	Genome	NUC
ALY_482320	ALY	AP2-EREBP	Genome	NUC
ALY_482334	ALY	SBP	Genome	NUC
ALY_482404	ALY	MADS	Genome	NUC
ALY_482406	ALY	HMG	Genome	NUC
ALY_482423	ALY	Tify	Genome	NUC
ALY_482425	ALY	mTERF	Genome	NUC
ALY_482436	ALY	CCAAT	Genome	NUC
ALY_482446	ALY	WRKY	Genome	NUC
ALY_482495	ALY	ABI3VP1	Genome	NUC
ALY_482512	ALY	bZIP	Genome	NUC
ALY_482514	ALY	BBR/BPC	Genome	NUC
ALY_482518	ALY	SWI/SNF-BAF60b	Genome	NUC
ALY_482537	ALY	AP2-EREBP	Genome	NUC
ALY_482564	ALY	HB	Genome	NUC
ALY_482571	ALY	mTERF	Genome	NUC
ALY_482574	ALY	E2F-DP	Genome	NUC
ALY_482579	ALY	OFP	Genome	NUC
ALY_482616	ALY	GRF	Genome	NUC
ALY_482652	ALY	PHD	Genome	NUC
ALY_482672	ALY	MYB	Genome	NUC
ALY_482682	ALY	Sigma70-like	Genome	NUC
ALY_482683	ALY	TCP	Genome	NUC
ALY_482686	ALY	MYB-related	Genome	NUC
ALY_482718	ALY	WRKY	Genome	NUC
ALY_482736	ALY	C2H2	Genome	NUC
ALY_482747	ALY	PHD	Genome	NUC
ALY_482816	ALY	MYB	Genome	NUC
ALY_482841	ALY	G2-like	Genome	NUC
ALY_482845	ALY	AP2-EREBP	Genome	NUC
ALY_482857	ALY	WRKY	Genome	NUC
ALY_482914	ALY	Jumonji	Genome	NUC
ALY_482919	ALY	GNAT	Genome	NUC
ALY_482921	ALY	GNAT	Genome	NUC
ALY_482922	ALY	GNAT	Genome	NUC
ALY_483027	ALY	LIM	Genome	NUC
ALY_483066	ALY	bHLH	Genome	NUC
ALY_483104	ALY	LOB	Genome	NUC
ALY_483119	ALY	bZIP	Genome	NUC
ALY_483126	ALY	Orphans	Genome	NUC
ALY_483135	ALY	PHD	Genome	NUC
ALY_483175	ALY	bZIP	Genome	NUC
ALY_483202	ALY	Orphans	Genome	NUC
ALY_483251	ALY	AP2-EREBP	Genome	NUC
ALY_483290	ALY	Orphans	Genome	NUC
ALY_483321	ALY	bHLH	Genome	NUC
ALY_483330	ALY	bZIP	Genome	NUC
ALY_483334	ALY	VOZ	Genome	NUC
ALY_483400	ALY	NAC	Genome	NUC
ALY_483401	ALY	bHLH	Genome	NUC
ALY_483415	ALY	bHLH	Genome	NUC
ALY_483435	ALY	FAR1	Genome	NUC
ALY_483462	ALY	RWP-RK	Genome	NUC
ALY_483538	ALY	SET	Genome	NUC
ALY_483567	ALY	MYB-related	Genome	NUC
ALY_483602	ALY	Trihelix	Genome	NUC
ALY_483604	ALY	WRKY	Genome	NUC
ALY_483619	ALY	HB	Genome	NUC
ALY_483623	ALY	AP2-EREBP	Genome	NUC
ALY_483627	ALY	SNF2	Genome	NUC
ALY_483645	ALY	C2H2	Genome	NUC
ALY_483651	ALY	GRAS	Genome	NUC
ALY_483677	ALY	LOB	Genome	NUC
ALY_483683	ALY	FHA	Genome	NUC
ALY_483701	ALY	MADS	Genome	NUC
ALY_483704	ALY	TCP	Genome	NUC
ALY_483717	ALY	LIM	Genome	NUC
ALY_483746	ALY	SNF2	Genome	NUC
ALY_483774	ALY	TRAF	Genome	NUC
ALY_483781	ALY	AP2-EREBP	Genome	NUC
ALY_483794	ALY	WRKY	Genome	NUC
ALY_483808	ALY	bHLH	Genome	NUC
ALY_483843	ALY	Pseudo ARR-B	Genome	NUC
ALY_483854	ALY	ABI3VP1	Genome	NUC
ALY_483883	ALY	SBP	Genome	NUC
ALY_483895	ALY	MYB	Genome	NUC
ALY_483920	ALY	Orphans	Genome	NUC
ALY_483923	ALY	MYB	Genome	NUC
ALY_483933	ALY	AP2-EREBP	Genome	NUC
ALY_483950	ALY	C3H	Genome	NUC
ALY_483964	ALY	CCAAT	Genome	NUC
ALY_483978	ALY	C2C2-CO-like	Genome	NUC
ALY_484002	ALY	C2H2	Genome	NUC
ALY_484011	ALY	G2-like	Genome	NUC
ALY_484029	ALY	AUX/IAA	Genome	NUC
ALY_484068	ALY	HB	Genome	NUC
ALY_484073	ALY	GRAS	Genome	NUC
ALY_484096	ALY	PHD	Genome	NUC
ALY_484097	ALY	PLATZ	Genome	NUC
ALY_484101	ALY	Orphans	Genome	NUC
ALY_484115	ALY	BBR/BPC	Genome	NUC
ALY_484116	ALY	C2H2	Genome	NUC
ALY_484129	ALY	G2-like	Genome	NUC
ALY_484134	ALY	SNF2	Genome	NUC
ALY_484140	ALY	C3H	Genome	NUC
ALY_484160	ALY	NAC	Genome	NUC
ALY_484166	ALY	zf-HD	Genome	NUC
ALY_484180	ALY	PBF-2-like	Genome	NUC
ALY_484189	ALY	MYB	Genome	NUC
ALY_484214	ALY	mTERF	Genome	NUC
ALY_484242	ALY	WRKY	Genome	NUC
ALY_484308	ALY	bZIP	Genome	NUC
ALY_484332	ALY	bHLH	Genome	NUC
ALY_484335	ALY	AP2-EREBP	Genome	NUC
ALY_484361	ALY	Trihelix	Genome	NUC
ALY_484449	ALY	bHLH	Genome	NUC
ALY_484455	ALY	ABI3VP1	Genome	NUC
ALY_484486	ALY	TCP	Genome	NUC
ALY_484553	ALY	LOB	Genome	NUC
ALY_484568	ALY	MYB	Genome	NUC
ALY_484622	ALY	MYB	Genome	NUC
ALY_484660	ALY	MYB	Genome	NUC
ALY_484661	ALY	zf-HD	Genome	NUC
ALY_484662	ALY	zf-HD	Genome	NUC
ALY_484673	ALY	NAC	Genome	NUC
ALY_484718	ALY	MYB	Genome	NUC
ALY_484766	ALY	SNF2	Genome	NUC
ALY_484769	ALY	Alfin-like	Genome	NUC
ALY_484793	ALY	ARID	Genome	NUC
ALY_484862	ALY	bZIP	Genome	NUC
ALY_484945	ALY	C2C2-Dof	Genome	NUC
ALY_484989	ALY	C2H2	Genome	NUC
ALY_485038	ALY	G2-like	Genome	NUC
ALY_485072	ALY	mTERF	Genome	NUC
ALY_485126	ALY	TCP	Genome	NUC
ALY_485129	ALY	bHLH	Genome	NUC
ALY_485177	ALY	E2F-DP	Genome	NUC
ALY_485204	ALY	C2H2	Genome	NUC
ALY_485217	ALY	CCAAT	Genome	NUC
ALY_485345	ALY	MYB-related	Genome	NUC
ALY_485352	ALY	C2H2	Genome	NUC
ALY_485364	ALY	MYB	Genome	NUC
ALY_485380	ALY	AP2-EREBP	Genome	NUC
ALY_485384	ALY	bHLH	Genome	NUC
ALY_485412	ALY	GRAS	Genome	NUC
ALY_485418	ALY	C2H2	Genome	NUC
ALY_485421	ALY	BES1	Genome	NUC
ALY_485441	ALY	zf-HD	Genome	NUC
ALY_485498	ALY	DBP	Genome	NUC
ALY_485548	ALY	HSF	Genome	NUC
ALY_485553	ALY	C3H	Genome	NUC
ALY_485555	ALY	bZIP	Genome	NUC
ALY_485672	ALY	C3H	Genome	NUC
ALY_485695	ALY	MYB	Genome	NUC
ALY_485744	ALY	C2H2	Genome	NUC
ALY_485819	ALY	GRAS	Genome	NUC
ALY_485830	ALY	AP2-EREBP	Genome	NUC
ALY_485833	ALY	MADS	Genome	NUC
ALY_485840	ALY	Trihelix	Genome	NUC
ALY_485843	ALY	SRS	Genome	NUC
ALY_485847	ALY	SNF2	Genome	NUC
ALY_485863	ALY	GNAT	Genome	NUC
ALY_485891	ALY	C2C2-GATA	Genome	NUC
ALY_485918	ALY	AP2-EREBP	Genome	NUC
ALY_485960	ALY	C2C2-Dof	Genome	NUC
ALY_486007	ALY	MYB	Genome	NUC
ALY_486038	ALY	C3H	Genome	NUC
ALY_486080	ALY	WRKY	Genome	NUC
ALY_486095	ALY	NAC	Genome	NUC
ALY_486098	ALY	SET	Genome	NUC
ALY_486116	ALY	bHLH	Genome	NUC
ALY_486140	ALY	bHLH	Genome	NUC
ALY_486148	ALY	Orphans	Genome	NUC
ALY_486166	ALY	MADS	Genome	NUC
ALY_486194	ALY	C2H2	Genome	NUC
ALY_486209	ALY	AP2-EREBP	Genome	NUC
ALY_486217	ALY	C2H2	Genome	NUC
ALY_486233	ALY	bHLH	Genome	NUC
ALY_486243	ALY	SBP	Genome	NUC
ALY_486259	ALY	C2H2	Genome	NUC
ALY_486262	ALY	bZIP	Genome	NUC
ALY_486271	ALY	LOB	Genome	NUC
ALY_486315	ALY	Trihelix	Genome	NUC
ALY_486325	ALY	WRKY	Genome	NUC
ALY_486333	ALY	MADS	Genome	NUC
ALY_486462	ALY	SET	Genome	NUC
ALY_486512	ALY	HB	Genome	NUC
ALY_486519	ALY	MYB	Genome	NUC
ALY_486521	ALY	AP2-EREBP	Genome	NUC
ALY_486528	ALY	C2C2-GATA	Genome	NUC
ALY_486537	ALY	GRAS	Genome	NUC
ALY_486540	ALY	PLATZ	Genome	NUC
ALY_486583	ALY	MADS	Genome	NUC
ALY_486599	ALY	LIM	Genome	NUC
ALY_486617	ALY	BSD	Genome	NUC
ALY_486647	ALY	TRAF	Genome	NUC
ALY_486651	ALY	AP2-EREBP	Genome	NUC
ALY_486687	ALY	C2C2-Dof	Genome	NUC
ALY_486694	ALY	HB	Genome	NUC
ALY_486700	ALY	bHLH	Genome	NUC
ALY_486704	ALY	ABI3VP1	Genome	NUC
ALY_486723	ALY	AUX/IAA	Genome	NUC
ALY_486731	ALY	DBP	Genome	NUC
ALY_486738	ALY	WRKY	Genome	NUC
ALY_486748	ALY	bZIP	Genome	NUC
ALY_486765	ALY	ARR-B	Genome	NUC
ALY_486883	ALY	C2H2	Genome	NUC
ALY_486884	ALY	OFP	Genome	NUC
ALY_486939	ALY	Trihelix	Genome	NUC
ALY_486946	ALY	bHLH	Genome	NUC
ALY_486980	ALY	HB	Genome	NUC
ALY_487022	ALY	C2C2-Dof	Genome	NUC
ALY_487025	ALY	E2F-DP	Genome	NUC
ALY_487085	ALY	C2H2	Genome	NUC
ALY_487116	ALY	E2F-DP	Genome	NUC
ALY_487148	ALY	Trihelix	Genome	NUC
ALY_487204	ALY	C2H2	Genome	NUC
ALY_487281	ALY	SET	Genome	NUC
ALY_487302	ALY	SNF2	Genome	NUC
ALY_487335	ALY	AP2-EREBP	Genome	NUC
ALY_487349	ALY	Trihelix	Genome	NUC
ALY_487363	ALY	Alfin-like	Genome	NUC
ALY_487408	ALY	C2H2	Genome	NUC
ALY_487412	ALY	MYB	Genome	NUC
ALY_487432	ALY	ABI3VP1	Genome	NUC
ALY_487465	ALY	Jumonji	Genome	NUC
ALY_487475	ALY	C2H2	Genome	NUC
ALY_487493	ALY	G2-like	Genome	NUC
ALY_487498	ALY	bZIP	Genome	NUC
ALY_487510	ALY	bZIP	Genome	NUC
ALY_487514	ALY	bZIP	Genome	NUC
ALY_487538	ALY	bZIP	Genome	NUC
ALY_487556	ALY	AP2-EREBP	Genome	NUC
ALY_487583	ALY	C3H	Genome	NUC
ALY_487602	ALY	NAC	Genome	NUC
ALY_487604	ALY	MYB	Genome	NUC
ALY_487623	ALY	mTERF	Genome	NUC
ALY_487639	ALY	TCP	Genome	NUC
ALY_487648	ALY	bZIP	Genome	NUC
ALY_487654	ALY	CCAAT	Genome	NUC
ALY_487680	ALY	SWI/SNF-BAF60b	Genome	NUC
ALY_487691	ALY	MYB	Genome	NUC
ALY_487733	ALY	Coactivator p15	Genome	NUC
ALY_487745	ALY	NAC	Genome	NUC
ALY_487754	ALY	CAMTA	Genome	NUC
ALY_487793	ALY	C2H2	Genome	NUC
ALY_487795	ALY	bHLH	Genome	NUC
ALY_487800	ALY	PHD	Genome	NUC
ALY_487829	ALY	bZIP	Genome	NUC
ALY_487838	ALY	EIL	Genome	NUC
ALY_487856	ALY	MYB	Genome	NUC
ALY_487890	ALY	bHLH	Genome	NUC
ALY_487937	ALY	MYB	Genome	NUC
ALY_487938	ALY	HB	Genome	NUC
ALY_487987	ALY	MYB	Genome	NUC
ALY_487996	ALY	AP2-EREBP	Genome	NUC
ALY_488079	ALY	SRS	Genome	NUC
ALY_488087	ALY	DDT	Genome	NUC
ALY_488102	ALY	C3H	Genome	NUC
ALY_488124	ALY	WRKY	Genome	NUC
ALY_488138	ALY	Tify	Genome	NUC
ALY_488151	ALY	AP2-EREBP	Genome	NUC
ALY_488201	ALY	GNAT	Genome	NUC
ALY_488202	ALY	MADS	Genome	NUC
ALY_488222	ALY	SET	Genome	NUC
ALY_488229	ALY	C2H2	Genome	NUC
ALY_488249	ALY	SWI/SNF-BAF60b	Genome	NUC
ALY_488263	ALY	SET	Genome	NUC
ALY_488277	ALY	Orphans	Genome	NUC
ALY_488320	ALY	MYB	Genome	NUC
ALY_488346	ALY	Orphans	Genome	NUC
ALY_488363	ALY	zf-HD	Genome	NUC
ALY_488379	ALY	MYB	Genome	NUC
ALY_488428	ALY	bZIP	Genome	NUC
ALY_488429	ALY	C2C2-CO-like	Genome	NUC
ALY_488432	ALY	C2C2-CO-like	Genome	NUC
ALY_488510	ALY	C3H	Genome	NUC
ALY_488535	ALY	MYB	Genome	NUC
ALY_488541	ALY	HSF	Genome	NUC
ALY_488588	ALY	SET	Genome	NUC
ALY_488590	ALY	NAC	Genome	NUC
ALY_488595	ALY	MYB-related	Genome	NUC
ALY_488615	ALY	GRAS	Genome	NUC
ALY_488646	ALY	MYB	Genome	NUC
ALY_488674	ALY	ABI3VP1	Genome	NUC
ALY_488696	ALY	G2-like	Genome	NUC
ALY_488703	ALY	NAC	Genome	NUC
ALY_488738	ALY	C3H	Genome	NUC
ALY_488739	ALY	AP2-EREBP	Genome	NUC
ALY_488746	ALY	SNF2	Genome	NUC
ALY_488801	ALY	HMG	Genome	NUC
ALY_488811	ALY	FHA	Genome	NUC
ALY_488814	ALY	SNF2	Genome	NUC
ALY_488817	ALY	TRAF	Genome	NUC
ALY_488929	ALY	MADS	Genome	NUC
ALY_488981	ALY	ARF	Genome	NUC
ALY_488996	ALY	Tify	Genome	NUC
ALY_489072	ALY	E2F-DP	Genome	NUC
ALY_489076	ALY	PHD	Genome	NUC
ALY_489094	ALY	NAC	Genome	NUC
ALY_489124	ALY	SNF2	Genome	NUC
ALY_489125	ALY	DDT	Genome	NUC
ALY_489163	ALY	CCAAT	Genome	NUC
ALY_489185	ALY	MADS	Genome	NUC
ALY_489189	ALY	TCP	Genome	NUC
